"UNIT","GEO","TIME","NA_ITEM","Value"
"Current prices, million euro","Bosnia and Herzegovina","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1997","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1998","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1999","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2000","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2001","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2002","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2003","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2004","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2005","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2006","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2007","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","2008","Gross domestic product at market prices","13.047,8"
"Current prices, million euro","Bosnia and Herzegovina","2009","Gross domestic product at market prices","12.679,3"
"Current prices, million euro","Bosnia and Herzegovina","2010","Gross domestic product at market prices","12.968,9"
"Current prices, million euro","Bosnia and Herzegovina","2011","Gross domestic product at market prices","13.411,8"
"Current prices, million euro","Bosnia and Herzegovina","2012","Gross domestic product at market prices","13.407,5"
"Current prices, million euro","Bosnia and Herzegovina","2013","Gross domestic product at market prices","13.691,8"
"Current prices, million euro","Bosnia and Herzegovina","2014","Gross domestic product at market prices","13.988,3"
"Current prices, million euro","Bosnia and Herzegovina","2015","Gross domestic product at market prices","14.617,4"
"Current prices, million euro","Bosnia and Herzegovina","2016","Gross domestic product at market prices","15.289,9"
"Current prices, million euro","Bosnia and Herzegovina","2017","Gross domestic product at market prices","16.042,4"
"Current prices, million euro","Bosnia and Herzegovina","2018","Gross domestic product at market prices","16.759,3"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1995","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Kosovo (under United Nations Security Council Resolution 1244/99)","1997","Gross domestic product at market prices",":"
